"","Policy.Number","Age","Age.Band","Avg.Age","Years.of.Driving.Experience","Number.of.Vehicles","Gender","Gender.Dummy","Married","Married.Dummy","Vehicle.Age","Vehicle.Age.Band","Avg.Vehicle.Age","Fuel.Type","Fuel.Type.Dummy","Losses","Count","Capped.Losses","logloss"
"12809",190503,19,"16-25",20.6,0,4,"F",0,"Married",0,1,"0-5",2.5,"D",1,700,1,700,6.5510803350434
"667",114902,48,"26-59",42.4,29,1,"F",0,"Married",0,10,"6-10",8.02,"P",0,342,1,342,5.8348107370626
"13512",150869,62,"60+",65.1,43,4,"F",0,"Married",0,10,"6-10",8.02,"P",0,29,1,29,3.36729582998647
"919",183711,46,"26-59",42.4,25,1,"M",1,"Married",0,2,"0-5",2.5,"P",0,390,1,390,5.96614673912369
"1163",185576,55,"26-59",42.4,38,1,"M",1,"Married",0,0,"0-5",2.5,"P",0,488,1,488,6.19031540585315
"13287",168844,30,"26-59",42.4,12,4,"M",1,"Married",0,1,"0-5",2.5,"D",1,665,1,665,6.49978704065585
"1533",120790,66,"60+",65.1,48,1,"F",0,"Single",1,6,"6-10",8.02,"P",0,86,1,86,4.45434729625351
"6579",152084,66,"60+",65.1,48,2,"M",1,"Single",1,3,"0-5",2.5,"P",0,126,1,126,4.83628190695148
"13425",171182,17,"16-25",20.6,0,4,"M",1,"Single",1,15,"11+",12.97,"D",1,1260,1,1200,7.13886699994552
"15040",182825,17,"16-25",20.6,0,4,"M",1,"Single",1,10,"6-10",8.02,"D",1,1280,1,1200,7.15461535691366
"4515",123332,61,"60+",65.1,42,2,"F",0,"Single",1,0,"0-5",2.5,"P",0,188,1,188,5.23644196282995
"10998",135590,28,"26-59",42.4,7,3,"M",1,"Married",0,6,"6-10",8.02,"P",0,361,1,361,5.88887795833288
"12630",173047,31,"26-59",42.4,11,3,"M",1,"Married",0,4,"0-5",2.5,"P",0,494,1,494,6.20253551718792
"5341",125378,52,"26-59",42.4,35,2,"F",0,"Single",1,1,"0-5",2.5,"D",1,599,1,599,6.39526159811545
"11663",142176,46,"26-59",42.4,25,3,"F",0,"Single",1,7,"6-10",8.02,"P",0,404,1,404,6.00141487796115
"4955",124306,51,"26-59",42.4,31,2,"F",0,"Married",0,14,"11+",12.97,"P",0,151,1,151,5.01727983681492
"13516",137771,24,"16-25",20.6,7,4,"F",0,"Married",0,15,"11+",12.97,"P",0,180,1,180,5.19295685089021
"13950",149930,36,"26-59",42.4,18,4,"F",0,"Single",1,14,"11+",12.97,"P",0,451,1,451,6.11146733950268
"12013",185159,25,"16-25",20.6,6,3,"F",0,"Married",0,15,"11+",12.97,"P",0,433,1,433,6.07073772800249
"5003",195939,22,"16-25",20.6,4,2,"M",1,"Married",0,12,"11+",12.97,"P",0,296,1,296,5.69035945432406
"3835",131702,47,"26-59",42.4,29,2,"F",0,"Single",1,9,"6-10",8.02,"P",0,377,1,377,5.93224518744801
"13967",191287,45,"26-59",42.4,28,4,"M",1,"Single",1,11,"11+",12.97,"P",0,226,1,226,5.42053499927229
"1547",155642,24,"16-25",20.6,6,1,"M",1,"Single",1,15,"11+",12.97,"P",0,383,1,383,5.94803498918065
"6917",171375,58,"26-59",42.4,40,2,"M",1,"Single",1,8,"6-10",8.02,"P",0,490,1,490,6.19440539110467
"14310",189068,58,"26-59",42.4,37,4,"F",0,"Single",1,11,"11+",12.97,"P",0,232,1,232,5.44673737166631
"4016",104871,36,"26-59",42.4,15,2,"M",1,"Single",1,2,"0-5",2.5,"P",0,438,1,438,6.08221891037645
"6711",130082,48,"26-59",42.4,30,2,"M",1,"Single",1,7,"6-10",8.02,"P",0,419,1,419,6.03787091992214
"14467",168127,26,"26-59",42.4,9,4,"M",1,"Married",0,3,"0-5",2.5,"P",0,463,1,463,6.13772705408623
"14917",120056,61,"60+",65.1,40,4,"F",0,"Married",0,13,"11+",12.97,"P",0,162,1,162,5.08759633523238
"8840",131332,35,"26-59",42.4,16,3,"F",0,"Married",0,7,"6-10",8.02,"P",0,351,1,351,5.86078622346587
"10014",112610,32,"26-59",42.4,11,3,"F",0,"Single",1,2,"0-5",2.5,"P",0,479,1,479,6.17170059741091
"4645",145064,68,"60+",65.1,50,2,"M",1,"Single",1,10,"6-10",8.02,"P",0,86,1,86,4.45434729625351
"14220",175886,51,"26-59",42.4,32,4,"M",1,"Single",1,10,"6-10",8.02,"P",0,433,1,433,6.07073772800249
"8109",157166,29,"26-59",42.4,8,3,"F",0,"Married",0,10,"6-10",8.02,"P",0,332,1,332,5.80513496891649
"6107",112921,21,"16-25",20.6,4,2,"M",1,"Married",0,11,"11+",12.97,"D",1,592,1,592,6.38350663488401
"8795",140664,67,"60+",65.1,48,3,"M",1,"Married",0,10,"6-10",8.02,"P",0,164,1,164,5.0998664278242
"6680",173005,18,"16-25",20.6,0,2,"M",1,"Married",0,13,"11+",12.97,"D",1,572,1,572,6.3491389913798
"10700",194942,25,"16-25",20.6,7,3,"M",1,"Single",1,15,"11+",12.97,"D",1,803,1,803,6.68835471394676
"14108",157276,34,"26-59",42.4,17,4,"F",0,"Single",1,7,"6-10",8.02,"P",0,419,1,419,6.03787091992214
"5695",168212,64,"60+",65.1,43,2,"F",0,"Single",1,7,"6-10",8.02,"P",0,221,1,221,5.39816270151775
"12725",182999,64,"60+",65.1,43,3,"F",0,"Married",0,7,"6-10",8.02,"P",0,302,1,302,5.71042701737487
"1399",122888,23,"16-25",20.6,6,1,"F",0,"Married",0,6,"6-10",8.02,"P",0,421,1,421,6.04263283368238
"10594",154356,23,"16-25",20.6,4,3,"F",0,"Married",0,12,"11+",12.97,"P",0,206,1,206,5.32787616878958
"213",123896,23,"16-25",20.6,6,1,"M",1,"Married",0,6,"6-10",8.02,"P",0,479,1,479,6.17170059741091
"888",190221,23,"16-25",20.6,6,1,"F",0,"Single",1,14,"11+",12.97,"D",1,536,1,536,6.2841341610708
"15232",193445,28,"26-59",42.4,8,4,"F",0,"Married",0,9,"6-10",8.02,"P",0,333,1,333,5.80814248998044
"11283",106317,65,"60+",65.1,45,3,"M",1,"Single",1,9,"6-10",8.02,"P",0,203,1,203,5.31320597904179
"1672",125549,58,"26-59",42.4,37,1,"M",1,"Married",0,7,"6-10",8.02,"P",0,330,1,330,5.79909265446053
"6518",144160,59,"26-59",42.4,38,2,"M",1,"Married",0,8,"6-10",8.02,"P",0,336,1,336,5.8171111599632
"15069",130661,30,"26-59",42.4,11,4,"F",0,"Single",1,5,"0-5",2.5,"D",1,666,1,666,6.50128967054039
"12363",183076,20,"16-25",20.6,2,3,"F",0,"Single",1,14,"11+",12.97,"P",0,386,1,386,5.95583736946483
"8732",172191,34,"26-59",42.4,17,3,"F",0,"Married",0,7,"6-10",8.02,"P",0,337,1,337,5.82008293035236
"8358",101782,69,"60+",65.1,52,3,"M",1,"Married",0,10,"6-10",8.02,"P",0,368,1,368,5.90808293816893
"11560",176615,16,"16-25",20.6,0,3,"F",0,"Single",1,9,"6-10",8.02,"P",0,404,1,404,6.00141487796115
"2771",114500,52,"26-59",42.4,35,2,"M",1,"Single",1,4,"0-5",2.5,"D",1,924,1,924,6.82871207164168
"6614",195431,24,"16-25",20.6,7,2,"F",0,"Single",1,15,"11+",12.97,"D",1,598,1,598,6.39359075395063
"4201",195594,18,"16-25",20.6,0,2,"M",1,"Single",1,14,"11+",12.97,"D",1,1232,1,1200,7.11639414409346
"9156",164279,22,"16-25",20.6,3,3,"M",1,"Single",1,6,"6-10",8.02,"D",1,953,1,953,6.8596149036542
"14368",161019,42,"26-59",42.4,22,4,"M",1,"Single",1,0,"0-5",2.5,"D",1,516,1,516,6.24610676548156
"6521",184032,59,"26-59",42.4,41,2,"M",1,"Married",0,5,"0-5",2.5,"P",0,393,1,393,5.97380961186926
"13812",112284,16,"16-25",20.6,0,4,"F",0,"Married",0,7,"6-10",8.02,"P",0,319,1,319,5.76519110278484
"874",176059,63,"60+",65.1,42,1,"F",0,"Single",1,9,"6-10",8.02,"P",0,366,1,366,5.90263333340137
"7109",135025,54,"26-59",42.4,33,2,"M",1,"Married",0,12,"11+",12.97,"P",0,339,1,339,5.82600010738045
"13031",113601,21,"16-25",20.6,3,4,"M",1,"Single",1,1,"0-5",2.5,"D",1,1731,1,1200,7.45645455517621
"14842",186584,25,"16-25",20.6,6,4,"F",0,"Married",0,5,"0-5",2.5,"P",0,306,1,306,5.72358510195238
"12451",170873,27,"26-59",42.4,9,3,"F",0,"Married",0,9,"6-10",8.02,"P",0,332,1,332,5.80513496891649
"14618",114647,31,"26-59",42.4,12,4,"M",1,"Married",0,2,"0-5",2.5,"D",1,563,1,563,6.33327962813969
"2494",130021,65,"60+",65.1,44,1,"F",0,"Married",0,0,"0-5",2.5,"P",0,177,1,177,5.17614973257383
"14124",147012,65,"60+",65.1,47,4,"M",1,"Single",1,1,"0-5",2.5,"D",1,612,1,612,6.41673228251233
"5489",138650,27,"26-59",42.4,8,2,"F",0,"Single",1,5,"0-5",2.5,"P",0,465,1,465,6.14203740558736
"8496",124334,60,"60+",65.1,43,3,"F",0,"Married",0,15,"11+",12.97,"P",0,26,1,26,3.25809653802148
"5258",103861,19,"16-25",20.6,0,2,"F",0,"Single",1,6,"6-10",8.02,"P",0,490,1,490,6.19440539110467
"1562",112136,64,"60+",65.1,47,1,"F",0,"Married",0,4,"0-5",2.5,"P",0,104,1,104,4.64439089914137
"6830",136851,63,"60+",65.1,44,2,"M",1,"Married",0,14,"11+",12.97,"P",0,58,1,58,4.06044301054642
"7757",163824,20,"16-25",20.6,2,3,"F",0,"Married",0,11,"11+",12.97,"P",0,267,1,267,5.58724865840025
"5377",197031,18,"16-25",20.6,0,2,"M",1,"Single",1,2,"0-5",2.5,"D",1,2852,1,1200,7.95577578153419
"9942",158865,32,"26-59",42.4,11,3,"F",0,"Married",0,8,"6-10",8.02,"P",0,298,1,298,5.6970934865054
"12819",165626,70,"60+",65.1,50,4,"M",1,"Single",1,0,"0-5",2.5,"D",1,535,1,535,6.28226674689601
"977",111950,26,"26-59",42.4,6,1,"F",0,"Married",0,9,"6-10",8.02,"P",0,382,1,382,5.94542060860658
"11033",179870,18,"16-25",20.6,0,3,"M",1,"Married",0,8,"6-10",8.02,"D",1,634,1,634,6.45204895443723
"8948",182099,52,"26-59",42.4,31,3,"F",0,"Married",0,0,"0-5",2.5,"P",0,460,1,460,6.13122648948314
"5516",166154,19,"16-25",20.6,0,2,"M",1,"Single",1,13,"11+",12.97,"D",1,568,1,568,6.34212141872115
"3006",172028,25,"16-25",20.6,6,2,"M",1,"Married",0,12,"11+",12.97,"P",0,333,1,333,5.80814248998044
"9592",105590,17,"16-25",20.6,0,3,"M",1,"Single",1,12,"11+",12.97,"D",1,1085,1,1085,6.98933526597456
"9257",189426,48,"26-59",42.4,30,3,"M",1,"Single",1,0,"0-5",2.5,"P",0,489,1,489,6.19236248947487
"9967",167411,25,"16-25",20.6,8,3,"F",0,"Single",1,13,"11+",12.97,"P",0,499,1,499,6.21260609575152
"9368",173148,64,"60+",65.1,43,3,"F",0,"Married",0,6,"6-10",8.02,"P",0,167,1,167,5.11799381241676
"9611",139638,16,"16-25",20.6,0,3,"F",0,"Married",0,11,"11+",12.97,"P",0,106,1,106,4.66343909411207
"7916",180704,37,"26-59",42.4,17,3,"F",0,"Married",0,6,"6-10",8.02,"P",0,368,1,368,5.90808293816893
"7567",197611,19,"16-25",20.6,2,2,"M",1,"Single",1,11,"11+",12.97,"D",1,685,1,685,6.52941883826223
"12680",119475,18,"16-25",20.6,0,3,"M",1,"Married",0,12,"11+",12.97,"P",0,183,1,183,5.20948615284142
"13645",107969,16,"16-25",20.6,0,4,"F",0,"Married",0,13,"11+",12.97,"P",0,135,1,135,4.90527477843843
"15066",124862,47,"26-59",42.4,28,4,"M",1,"Single",1,4,"0-5",2.5,"D",1,682,1,682,6.52502965784346
"10099",191545,23,"16-25",20.6,5,3,"M",1,"Single",1,14,"11+",12.97,"P",0,492,1,492,6.19847871649231
"10030",185239,61,"60+",65.1,43,3,"F",0,"Single",1,4,"0-5",2.5,"P",0,185,1,185,5.22035582507832
"14844",110355,47,"26-59",42.4,26,4,"F",0,"Married",0,15,"11+",12.97,"P",0,216,1,216,5.37527840768417
"12061",189577,63,"60+",65.1,46,3,"M",1,"Married",0,2,"0-5",2.5,"P",0,414,1,414,6.02586597382531
"2126",119398,64,"60+",65.1,47,1,"F",0,"Single",1,10,"6-10",8.02,"P",0,425,1,425,6.05208916892442
"11055",144165,40,"26-59",42.4,21,3,"M",1,"Married",0,13,"11+",12.97,"P",0,217,1,217,5.37989735354046
"5394",191683,66,"60+",65.1,45,2,"F",0,"Single",1,8,"6-10",8.02,"P",0,102,1,102,4.62497281328427
"4199",118255,41,"26-59",42.4,22,2,"F",0,"Single",1,14,"11+",12.97,"P",0,170,1,170,5.13579843705026
"5828",109540,70,"60+",65.1,51,2,"F",0,"Married",0,12,"11+",12.97,"P",0,32,1,32,3.46573590279973
"10488",186078,25,"16-25",20.6,7,3,"M",1,"Single",1,11,"11+",12.97,"D",1,611,1,611,6.4150969591716
"653",169392,28,"26-59",42.4,11,1,"F",0,"Married",0,7,"6-10",8.02,"P",0,375,1,375,5.92692602597041
"3280",193102,64,"60+",65.1,46,2,"M",1,"Single",1,2,"0-5",2.5,"P",0,274,1,274,5.61312810638807
"5693",107181,68,"60+",65.1,48,2,"F",0,"Married",0,4,"0-5",2.5,"P",0,78,1,78,4.35670882668959
"11750",175308,42,"26-59",42.4,24,3,"M",1,"Married",0,0,"0-5",2.5,"D",1,529,1,529,6.2709884318583
"11604",120745,54,"26-59",42.4,36,3,"M",1,"Married",0,9,"6-10",8.02,"P",0,401,1,401,5.99396142730657
"5042",119238,60,"60+",65.1,39,2,"F",0,"Married",0,10,"6-10",8.02,"P",0,32,1,32,3.46573590279973
"11611",107673,27,"26-59",42.4,8,3,"M",1,"Married",0,4,"0-5",2.5,"P",0,398,1,398,5.98645200528444
"9473",153800,39,"26-59",42.4,21,3,"M",1,"Single",1,9,"6-10",8.02,"P",0,413,1,413,6.02344759296103
"5060",195553,35,"26-59",42.4,16,2,"M",1,"Married",0,8,"6-10",8.02,"P",0,350,1,350,5.85793315448346
"1513",190392,16,"16-25",20.6,0,1,"M",1,"Married",0,13,"11+",12.97,"P",0,404,1,404,6.00141487796115
"6730",193699,61,"60+",65.1,40,2,"F",0,"Single",1,5,"0-5",2.5,"P",0,152,1,152,5.02388052084628
"10947",166926,38,"26-59",42.4,21,3,"F",0,"Married",0,9,"6-10",8.02,"P",0,313,1,313,5.74620319054015
"1592",112481,66,"60+",65.1,45,1,"F",0,"Married",0,12,"11+",12.97,"P",0,16,1,16,2.77258872223978
"9397",107070,49,"26-59",42.4,30,3,"F",0,"Single",1,14,"11+",12.97,"P",0,383,1,383,5.94803498918065
"4204",135275,47,"26-59",42.4,27,2,"M",1,"Married",0,6,"6-10",8.02,"P",0,345,1,345,5.84354441703136
"1308",116113,45,"26-59",42.4,28,1,"F",0,"Married",0,15,"11+",12.97,"P",0,199,1,199,5.29330482472449
"5612",189626,22,"16-25",20.6,3,2,"M",1,"Married",0,6,"6-10",8.02,"D",1,514,1,514,6.24222326545517
"44",139993,25,"16-25",20.6,6,1,"M",1,"Single",1,12,"11+",12.97,"D",1,748,1,748,6.61740297797448
"10232",177814,24,"16-25",20.6,5,3,"M",1,"Single",1,15,"11+",12.97,"D",1,574,1,574,6.35262939631957
"2649",129230,36,"26-59",42.4,16,2,"F",0,"Single",1,12,"11+",12.97,"P",0,296,1,296,5.69035945432406
"4787",154436,21,"16-25",20.6,2,2,"M",1,"Married",0,15,"11+",12.97,"P",0,484,1,484,6.18208490671663
"10828",167077,24,"16-25",20.6,7,3,"M",1,"Single",1,12,"11+",12.97,"D",1,911,1,911,6.81454289725996
"5255",130131,61,"60+",65.1,43,2,"F",0,"Single",1,12,"11+",12.97,"P",0,166,1,166,5.11198778835654
"3534",149871,25,"16-25",20.6,8,2,"F",0,"Single",1,14,"11+",12.97,"D",1,507,1,507,6.22851100359118
"12793",135303,35,"26-59",42.4,17,4,"F",0,"Single",1,9,"6-10",8.02,"P",0,400,1,400,5.99146454710798
"2137",156162,29,"26-59",42.4,9,1,"F",0,"Married",0,6,"6-10",8.02,"P",0,288,1,288,5.66296048013595
"387",103030,24,"16-25",20.6,6,1,"F",0,"Married",0,12,"11+",12.97,"P",0,183,1,183,5.20948615284142
"12201",135158,50,"26-59",42.4,30,3,"M",1,"Single",1,9,"6-10",8.02,"P",0,381,1,381,5.9427993751267
"13724",144340,17,"16-25",20.6,0,4,"F",0,"Married",0,15,"11+",12.97,"P",0,306,1,306,5.72358510195238
"5869",117848,64,"60+",65.1,43,2,"F",0,"Married",0,4,"0-5",2.5,"P",0,385,1,385,5.95324333428778
"2735",124111,70,"60+",65.1,49,2,"M",1,"Single",1,13,"11+",12.97,"P",0,50,1,50,3.91202300542815
"8703",194615,43,"26-59",42.4,25,3,"F",0,"Single",1,8,"6-10",8.02,"P",0,310,1,310,5.73657229747919
"9309",153430,22,"16-25",20.6,3,3,"F",0,"Married",0,15,"11+",12.97,"P",0,334,1,334,5.8111409929767
"8060",175284,40,"26-59",42.4,20,3,"M",1,"Single",1,15,"11+",12.97,"P",0,300,1,300,5.7037824746562
"2807",139785,20,"16-25",20.6,3,2,"M",1,"Single",1,3,"0-5",2.5,"D",1,1151,1,1151,7.04838640872188
"14131",138549,38,"26-59",42.4,21,4,"F",0,"Single",1,11,"11+",12.97,"P",0,300,1,300,5.7037824746562
"7188",107981,32,"26-59",42.4,14,2,"F",0,"Single",1,1,"0-5",2.5,"D",1,562,1,562,6.33150184989369
"11342",145777,17,"16-25",20.6,0,3,"F",0,"Single",1,14,"11+",12.97,"D",1,563,1,563,6.33327962813969
"6231",184049,33,"26-59",42.4,14,2,"F",0,"Married",0,4,"0-5",2.5,"D",1,608,1,608,6.41017488196617
"1198",178821,59,"26-59",42.4,38,1,"F",0,"Single",1,15,"11+",12.97,"P",0,490,1,490,6.19440539110467
"7725",158363,59,"26-59",42.4,39,3,"F",0,"Single",1,8,"6-10",8.02,"P",0,480,1,480,6.17378610390194
"3848",126956,60,"60+",65.1,42,2,"M",1,"Single",1,7,"6-10",8.02,"P",0,204,1,204,5.31811999384422
"9561",138231,51,"26-59",42.4,32,3,"M",1,"Single",1,8,"6-10",8.02,"P",0,462,1,462,6.13556489108174
"5236",188865,62,"60+",65.1,43,2,"F",0,"Married",0,10,"6-10",8.02,"P",0,189,1,189,5.24174701505964
"11960",160180,28,"26-59",42.4,9,3,"M",1,"Married",0,13,"11+",12.97,"P",0,175,1,175,5.16478597392351
"9813",103844,63,"60+",65.1,42,3,"F",0,"Single",1,5,"0-5",2.5,"P",0,255,1,255,5.54126354515843
"881",179112,26,"26-59",42.4,6,1,"M",1,"Single",1,6,"6-10",8.02,"P",0,491,1,491,6.19644412779452
"13065",185158,23,"16-25",20.6,5,4,"F",0,"Single",1,14,"11+",12.97,"P",0,454,1,454,6.11809719804135
"12679",129262,64,"60+",65.1,45,3,"M",1,"Married",0,7,"6-10",8.02,"P",0,39,1,39,3.66356164612965
"127",141643,37,"26-59",42.4,16,1,"F",0,"Single",1,13,"11+",12.97,"P",0,218,1,218,5.38449506278909
"12822",184008,68,"60+",65.1,49,4,"F",0,"Married",0,11,"11+",12.97,"P",0,103,1,103,4.63472898822964
"6650",187312,16,"16-25",20.6,0,2,"F",0,"Single",1,11,"11+",12.97,"P",0,408,1,408,6.01126717440416
"1242",175368,41,"26-59",42.4,20,1,"F",0,"Single",1,0,"0-5",2.5,"D",1,598,1,598,6.39359075395063
"14654",111428,31,"26-59",42.4,11,4,"F",0,"Single",1,12,"11+",12.97,"P",0,218,1,218,5.38449506278909
"7287",166282,69,"60+",65.1,50,2,"F",0,"Married",0,3,"0-5",2.5,"P",0,142,1,142,4.95582705760126
"8559",137560,68,"60+",65.1,48,3,"F",0,"Single",1,8,"6-10",8.02,"P",0,343,1,343,5.83773044716594
"616",172679,25,"16-25",20.6,6,1,"F",0,"Married",0,1,"0-5",2.5,"P",0,497,1,497,6.20859002609663
"10261",148077,46,"26-59",42.4,28,3,"M",1,"Married",0,7,"6-10",8.02,"P",0,396,1,396,5.98141421125448
"7132",176667,22,"16-25",20.6,3,2,"F",0,"Single",1,5,"0-5",2.5,"D",1,872,1,872,6.77078942390898
"9598",127499,38,"26-59",42.4,17,3,"F",0,"Married",0,8,"6-10",8.02,"P",0,291,1,291,5.67332326717149
"12454",105292,70,"60+",65.1,51,3,"F",0,"Single",1,12,"11+",12.97,"P",0,87,1,87,4.46590811865458
"11245",139891,62,"60+",65.1,45,3,"M",1,"Single",1,0,"0-5",2.5,"P",0,270,1,270,5.59842195899838
"5371",162178,62,"60+",65.1,43,2,"F",0,"Married",0,10,"6-10",8.02,"P",0,143,1,143,4.96284463025991
"402",163306,48,"26-59",42.4,29,1,"F",0,"Single",1,10,"6-10",8.02,"P",0,407,1,407,6.00881318544259
"3202",121544,44,"26-59",42.4,24,2,"M",1,"Single",1,9,"6-10",8.02,"P",0,411,1,411,6.01859321449623
"4963",147780,35,"26-59",42.4,14,2,"M",1,"Married",0,5,"0-5",2.5,"D",1,730,1,730,6.59304453414244
"7629",170950,61,"60+",65.1,42,2,"M",1,"Married",0,4,"0-5",2.5,"P",0,326,1,326,5.78689738136671
"7808",128538,39,"26-59",42.4,18,3,"F",0,"Married",0,8,"6-10",8.02,"P",0,337,1,337,5.82008293035236
"11202",147114,63,"60+",65.1,44,3,"M",1,"Single",1,9,"6-10",8.02,"P",0,109,1,109,4.69134788222914
"15163",168704,17,"16-25",20.6,0,4,"F",0,"Single",1,13,"11+",12.97,"D",1,627,1,627,6.44094654063292
"493",127936,66,"60+",65.1,48,1,"F",0,"Single",1,3,"0-5",2.5,"P",0,476,1,476,6.16541785423142
"7451",190943,61,"60+",65.1,44,2,"M",1,"Single",1,11,"11+",12.97,"P",0,103,1,103,4.63472898822964
"11031",178173,57,"26-59",42.4,38,3,"M",1,"Married",0,2,"0-5",2.5,"D",1,657,1,657,6.48768401848461
"12295",129462,23,"16-25",20.6,5,3,"M",1,"Married",0,14,"11+",12.97,"P",0,499,1,499,6.21260609575152
"2621",144062,63,"60+",65.1,46,2,"F",0,"Single",1,14,"11+",12.97,"P",0,234,1,234,5.4553211153577
"1949",134205,70,"60+",65.1,50,1,"M",1,"Single",1,5,"0-5",2.5,"P",0,426,1,426,6.05443934626937
"14840",116763,29,"26-59",42.4,11,4,"F",0,"Single",1,6,"6-10",8.02,"P",0,499,1,499,6.21260609575152
"366",196582,17,"16-25",20.6,0,1,"F",0,"Married",0,13,"11+",12.97,"P",0,479,1,479,6.17170059741091
"13927",134670,64,"60+",65.1,45,4,"F",0,"Married",0,9,"6-10",8.02,"P",0,86,1,86,4.45434729625351
"1041",157213,62,"60+",65.1,42,1,"F",0,"Single",1,9,"6-10",8.02,"P",0,187,1,187,5.23110861685459
"243",192598,30,"26-59",42.4,13,1,"F",0,"Single",1,1,"0-5",2.5,"D",1,696,1,696,6.54534966033442
"7091",132480,61,"60+",65.1,41,2,"F",0,"Married",0,9,"6-10",8.02,"P",0,198,1,198,5.28826703069454
"9721",127761,20,"16-25",20.6,3,3,"M",1,"Single",1,5,"0-5",2.5,"D",1,1107,1,1107,7.00940893270864
"7594",175527,21,"16-25",20.6,3,2,"M",1,"Single",1,13,"11+",12.97,"D",1,674,1,674,6.51323011091231
"13534",185548,51,"26-59",42.4,31,4,"M",1,"Single",1,13,"11+",12.97,"P",0,165,1,165,5.10594547390058
"4154",181619,46,"26-59",42.4,26,2,"M",1,"Married",0,14,"11+",12.97,"P",0,159,1,159,5.06890420222023
"14251",153449,65,"60+",65.1,45,4,"M",1,"Single",1,3,"0-5",2.5,"P",0,479,1,479,6.17170059741091
"12826",105725,52,"26-59",42.4,35,4,"M",1,"Married",0,2,"0-5",2.5,"P",0,463,1,463,6.13772705408623
"2843",158979,22,"16-25",20.6,3,2,"M",1,"Single",1,7,"6-10",8.02,"D",1,834,1,834,6.72623340235875
"7759",182472,28,"26-59",42.4,9,3,"M",1,"Single",1,12,"11+",12.97,"P",0,345,1,345,5.84354441703136
"13237",194616,59,"26-59",42.4,42,4,"M",1,"Married",0,15,"11+",12.97,"P",0,170,1,170,5.13579843705026
"14199",197597,61,"60+",65.1,42,4,"M",1,"Married",0,0,"0-5",2.5,"P",0,362,1,362,5.89164421182577
"817",111781,28,"26-59",42.4,11,1,"M",1,"Single",1,12,"11+",12.97,"P",0,297,1,297,5.6937321388027
"10793",144763,53,"26-59",42.4,36,3,"M",1,"Single",1,9,"6-10",8.02,"P",0,478,1,478,6.16961073249146
"835",126266,22,"16-25",20.6,4,1,"F",0,"Single",1,4,"0-5",2.5,"D",1,569,1,569,6.34388043412633
"13714",198492,67,"60+",65.1,49,4,"F",0,"Married",0,10,"6-10",8.02,"P",0,31,1,31,3.43398720448515
"11405",125126,21,"16-25",20.6,2,3,"M",1,"Single",1,6,"6-10",8.02,"D",1,1093,1,1093,6.99668148817654
"5267",168842,20,"16-25",20.6,3,2,"F",0,"Married",0,11,"11+",12.97,"P",0,141,1,141,4.94875989037817
"12936",179686,46,"26-59",42.4,26,4,"F",0,"Married",0,14,"11+",12.97,"P",0,112,1,112,4.71849887129509
"10114",145775,23,"16-25",20.6,5,3,"M",1,"Single",1,15,"11+",12.97,"D",1,663,1,663,6.49677499018586
"6403",176272,49,"26-59",42.4,28,2,"M",1,"Single",1,2,"0-5",2.5,"D",1,528,1,528,6.26909628370626
"2465",129325,23,"16-25",20.6,4,1,"F",0,"Single",1,7,"6-10",8.02,"P",0,421,1,421,6.04263283368238
"4761",171140,69,"60+",65.1,51,2,"M",1,"Married",0,5,"0-5",2.5,"P",0,265,1,265,5.57972982598622
"3359",127886,40,"26-59",42.4,23,2,"F",0,"Married",0,9,"6-10",8.02,"P",0,333,1,333,5.80814248998044
"13728",148679,25,"16-25",20.6,7,4,"M",1,"Married",0,6,"6-10",8.02,"D",1,582,1,582,6.36647044773144
"8552",136648,43,"26-59",42.4,26,3,"M",1,"Single",1,10,"6-10",8.02,"P",0,454,1,454,6.11809719804135
"3765",161064,21,"16-25",20.6,4,2,"F",0,"Single",1,12,"11+",12.97,"P",0,240,1,240,5.48063892334199
"11118",126428,24,"16-25",20.6,6,3,"F",0,"Single",1,12,"11+",12.97,"P",0,407,1,407,6.00881318544259
"866",119092,69,"60+",65.1,50,1,"M",1,"Single",1,15,"11+",12.97,"P",0,162,1,162,5.08759633523238
"1570",182093,70,"60+",65.1,50,1,"M",1,"Married",0,15,"11+",12.97,"P",0,38,1,38,3.63758615972639
"3808",124647,63,"60+",65.1,46,2,"F",0,"Married",0,12,"11+",12.97,"P",0,268,1,268,5.59098698051086
"3890",133629,67,"60+",65.1,48,2,"M",1,"Single",1,10,"6-10",8.02,"P",0,157,1,157,5.05624580534831
"6493",173377,16,"16-25",20.6,0,2,"F",0,"Married",0,11,"11+",12.97,"P",0,180,1,180,5.19295685089021
"10743",167902,25,"16-25",20.6,7,3,"M",1,"Single",1,12,"11+",12.97,"D",1,822,1,822,6.71174039505618
"157",123394,34,"26-59",42.4,13,1,"F",0,"Married",0,12,"11+",12.97,"P",0,151,1,151,5.01727983681492
"3206",197364,29,"26-59",42.4,8,2,"F",0,"Married",0,9,"6-10",8.02,"P",0,357,1,357,5.87773578177964
"13096",186532,22,"16-25",20.6,3,4,"F",0,"Single",1,15,"11+",12.97,"P",0,428,1,428,6.0591231955818
"3666",173257,42,"26-59",42.4,24,2,"F",0,"Married",0,9,"6-10",8.02,"P",0,354,1,354,5.86929691313377
"5923",164327,18,"16-25",20.6,1,2,"F",0,"Married",0,12,"11+",12.97,"P",0,190,1,190,5.24702407216049
